id	species	gene_names	gene_synonyms	description	term_ids	sources
2236	osa	Os03g0449200|SHL4	shl4.1	shoot apical meristem not differentiated. shoot fails to grow. coleoptile absent. epiblast absent. scutellum normal. radicle normal. roots grow normally. Shoot apical meristem not differentiated, so shoot fails to form after germination. Coleoptile and epiblast absent. Scutellum and radicle normal, roots grow normally after germination.	PO:0020148|PATO:0002106|PO:0007057|PO:0009006|PATO:0001511|PO:0000003|PATO:0002000|PO:0020033|PO:0020036|PO:0020110|PATO:0001241|PATO:0000461|PO:0020031|GO:0048364|PATO:0001236	Plant PhenomeNET
2237	ath	At3g49180|RID3		Shoots fail to regenerate from callus at high temperature.	GO:0043697|PATO:0001236|PATO:0000460|EO:0007319	Plant PhenomeNET
2238	ath	At2g46830|CCA1|AT2G46830		Short circadian rhythms in leaf movements.  Reduced phytochrome induction of LHCB1*3 (CAB1) expression. Shortened period length of free-running circadian rhythms. Altered circadian regulation. expression patterns of mRNA and protein have a diurnal rhythm in plants grown in light/dark cycles, with peak levels occurring at dawn. when moved to constant light conditions, plants express the gene in a circadian rhythm. Late elongated hypocotyl and circadian clock-associated double mutant. double mutant severely affects flowering time, light responses and circadian rhythm. Short circadian rhythms in gene expression and leaf movements. In mutant plants transferred to constant light after entrainment in light:dark conditions (12 h of light:12 h of darkness), the period of Lhcb1*1 circadian oscillations was ~3 h shorter than that in wild-type plants grown under the same conditions. On the first day of the experiment, the timing of the increase of Lhcb1*1 RNA in cca1-1 plants was almost identical to that in wild-type plants. However, by the fourth day of the experiment, the Lhcb1*1 RNA peaked much earlier in cca1-1 than in wild-type plants. Under both FRc and Rc conditions, the length of mutant hypocotyls and cotyledon area are similar to that of wild type.	GO:0007623|PO:0009025|PATO:0000499	Plant PhenomeNET|TAIR
2239	ath	At5g61380|TOC1|AT5G61380		Short circadian rhythms in light.  semidominant. aberrant cycling pattern of the cab2::luc reporter. shortens the period of two distinct circadian bioluminescence rhythms, the expression of chlorophyll a/b-binding protein (CAB) genes and the movements of primary leaves. seedlings grown in light or dark and mature light-grown plants are indistinguishable from the 2CAC transgenic parent (CS3755). Phenotype not described.	GO:0007623|PATO:0000499|EO:0007196	Plant PhenomeNET|TAIR
2240	ath	At2g21150|XCT|AT2G21150		Short circadian rhythms independent of light conditions.  No circadian period defects in constant darkness, constant light, constant red light, constant blue light or a combination of constant red and blue light. 2 fold reduction in miR156, 159, 162, 166, 167, and 319) were reduced by ?2-fold in xct-2 relative to wild-type.miR822 is also reduced. Short photoperiod both in constant darkness and constant light. Short photoperiod is more severe in darkness than in light. Delayed greening of shoot tissues. Long hypocotyl in red light, but short hypocotyl in white or blue light. Hypersensitive to red light. Short circadian period both in constant darkness and constant light. Leaf movement rhythms are shortened in constant light. Long hypocotyl in red light, but short hypocotyl in white or blue light. Hypersensitive to red light. Two fold reduction of the miRNAs amiR-triOX.	GO:0007623|PATO:0000499	Plant PhenomeNET|TAIR
2241	ath	At5g64813|LIP1|AT5G64813		"Altered response to light. Short circadian rhythms. Short circadian rhythms. Altered response to light.  lip1-1 seedlings are early phase mutants showing a shortened period length in DD and LL (red light) conditions using CCR2:LUC+ and CAB2:LUC reporters. The shortened period length of ~1-2 hours is also observed in assays of rhythmic leaf movements. Dark-grown seedlings subject to temperature entraining still show cycling of the CCR2:LUC+ reporter, but the period length is shorter in lip1-1 mutants than in C24 control seedlings. lip1-1 mutants do not adjust their photoperiods in response to different fluence rates of constant red or blue light, unlike wild type seedlings. They are more sensitive than wild type seedlings to resetting pulses of light during the first portion of subjective night, but their responses are similar during most other portions of the circadian cycle. The period of CCA1:LUC+ and LHY:LUC+ (morning oscillator genes) is shorter under low fluence red light in lip1-1 than in the C24 parent line. Wild type seedlings growing in dim light/dark cycles, have similar levels of morning oscillator (LHY, CCA1) genes as lip1-1, but have higher transcript levels for the TOC1 evening oscillator. Hypocotyl length is reduced in lip1-1 mutant seedlings grown under constant red or blue light at all fluences, but matches wild-type hypocotyl length for seedlings grown in constant FR light or darkness. In all comparative experiments, both the lip-1 mutant and the C24 line referred to as the ""wild type"" or ""parent"" line carry the CAB2:LUC reporter. Light/dark-entrained lip1-2 seedlings released into low fluence red light have a shorter period (by ~1.5-2 hours) for both morning (CCA1, LHY) and evening (TOC1) oscillator genes as determined by northern blots."	GO:0009416|PATO:0001236|PATO:0000460|EO:0007196|GO:0007623|PATO:0000499	Plant PhenomeNET|TAIR
2242	ath	At1g01060|LHY|AT1G01060		Early flowering under short days. Short circadian rhythms. Short circadian rhythms. Early flowering under short days.  Altered circadian regulation. expression patterns of mRNA have a diurnal rhythm in plants grown in light/dark cycles, with peak levels occurring at dawn. when moved to constant light or constant dark conditions, plants express the gene in a circadian rhythm. Late elongated hypocotyl and circadian clock-associated double mutant. double mutant severely affects flowering time, light responses and circadian rhythm. The mutant plants are hypersensitive to both FRc and Rc light treatments in hypocotyl elongation and exhibits a small reciprocal enlargement in cotyledon area, albeit not statistically significant.	GO:0010228|PATO:0000694|EO:0007200|GO:0007623|PATO:0000499	Plant PhenomeNET|TAIR
2243	ath	At5g24470|APRR5|AT5G24470		Late flowering. Sensitive to red light. Short circadian rhythms. Short circadian rhythms. Late flowering. Sensitive to red light.  Has reciprocal period defects for multiple circadian rhythms, consistent with subtly altered expression patterns of the Circadian clock-associated gene (CCA1) and the Timing of CAB Expression gene (TOC1). rising and/or falling phases of transcripts are slightly advanced compared to Col. shorter circadian period relative to Col (1.0-2.4 hours ). alters the period of CCA1 expression in blue light by 2 hours, affects the period of CCR2 expression in red and blue light to a lesser extent, but had no effect on the period of CCA1 expression in red light or of CCR2 expression in darkness. seedlings show mild long-hypocotyl phenotype when grown under constant red or blue light at a range of fluence rates. circadian effects are complementary, light-dependent and inconsistent with the serial activation of PRR genes. Pseudo-response regulator double mutant. leaf movements remain robustly rhythmic with a period indistinguishable from the wild type Col.	GO:0010228|PATO:0000502|GO:0010114|PATO:0001551|EO:0007207|GO:0007623|PATO:0000499	Plant PhenomeNET|TAIR
2244	ath	At1g06040|STO|AT1G06040		Short hypocotyl.  shorter hypocotyl under Rc, FRc, Bc, and larger cotyledon area than wt/increased anthocyanin accumulation under FRc and Bc. Faster germination rate, increase in anthocyanins and narrow, curled leaves.	PO:0020100|PATO:0000574	Plant PhenomeNET|TAIR
2245	ath	At1g54960|ANP2|AT1G54960		Short hypocotyl.  Delayed growth,short roots, multiply branched root hairs.Radially expanded root and hypocotyl cells.Aberrant microtuble organization and resistance to oryzalin.	PO:0020100|PATO:0000574	Plant PhenomeNET|TAIR
2246	ath	At2g36910|AtPGP1|AT2G36910		Short hypocotyl.  Increased lateral root formation compared with wild-type. dwarf with short inflorescences, reduced axillary and secondary inflorescences, reduced numbers of rosette and cauline leaves which are smaller and curled. dwarf, loss of apical dominance, fused cotyledons, reduced number of rosette leaves, curlier leaves with altered leaf margins.	PO:0020100|PATO:0000574	Plant PhenomeNET|TAIR
2247	ath	At5g08550|ILP1|AT5G08550		Short hypocotyl.  Shorter hypocotyls and roots compared to their wild type siblings in darkness.  In the light, plants have shorter hypocotyls and smaller cotyledons compared with the wild type, and there was inhibition of root elongation.  There is also a reduction in the number of 32C cells in 3 day old seedling hypocotyl cells.	PO:0020100|PATO:0000574	Plant PhenomeNET|TAIR
2248	ath	At5g54380|THE1|AT5G54380		Short hypocotyl.  In the double mutant, the amount of ectopic lignin was reduced in hypocotyls and entirely absent in the root. The hypocotyl growth rate of the double mutant, which was initially slower than that of prc1-1, strongly increased beyond day three to reach over half the growth rate of WT hypocotyls between day four and day five. Beyond day five, the growth rate dropped, but more gradually than that of the WT. . The number of cells in epidermal-cell files was unaltered in the double mutant compared to prc1-1 hypocotyls. . When expressed per seedling, the 14C-glucose incorporation in the cellulosic fraction was reduced 2.5-fold in prc1-1 compared to the WT, and did not differ significantly from that of the1-1/prc1-1 mutants. this confirmed that cellulose biosynthesis was not restored in the double mutant.	PO:0020100|PATO:0000574	Plant PhenomeNET|TAIR
2249	ath	At5g56280|CSN6A		Short hypocotyl.	PO:0020100|PATO:0000574	Plant PhenomeNET
2250	ath	At3g22170|FHY3|AT3G22170		Complete loss of circadian rhythms under red light. Short hypocotyl rhythms under red light. Short hypocotyl and complete loss of circadian rhythms under red light.  Increased red light signaling in the control of deetiolation.  Disrupted rhythmicity of central-clock and clock-output gene expression in constant red light.	GO:0007623|PATO:0002052|EO:0007207|PO:0020100|PATO:0000499	Plant PhenomeNET|TAIR
2251	ath	At1g14280|PKS2|AT1G14280		Expanded cotyledon under hourly far red pulses. Short hypocotyl under hourly far red pulses. Short hypocotyl and expanded cotyledon under hourly far red pulses.  Under hourly R pulses, the pks mutation also had no effect in the phyA background. Wild-type-like hypocotyl growth inhibition response to hourly FR pulses. With respect to cotyledon unfolding and greening, the double mutant was  indistinguishable from the wild type. Blocking of greening was enhanced in the mutant exposed to hourly pulses of FR. In dark controls, hypocotyl growth was unaffected by the mutations and the cotyledons remained fully closed. Compared with those in the wild type, hypocotyl growth inhibition and  cotyledon unfolding responses to hourly FR pulses were significantly greater in the mutant. No differences were observed under hourly R pulses or continuous FR between wild-type and mutant plants.	PO:0020030|PATO:0000586|EO:0007203|PO:0020100|PATO:0000574	Plant PhenomeNET|TAIR
2252	ath	At1g68725|AGP19		Delayed growth. Flat rosette leaves. Pale green leaves. Reduced fertility. Rounded rosette leaves. Short hypocotyl. Short inflorescence stems. Small rosette leaves. Short hypocotyl and inflorescence stems. Small, rounded, flat rosette leaves. Pale green leaves. Delayed growth. Reduced fertility.	GO:0040007|PATO:0000502|PO:0000014|PATO:0000407|PO:0009025|PATO:0001272|PO:0000003|PATO:0001834|PATO:0000411|PO:0020100|PATO:0000574|PO:0020122|PATO:0000587	Plant PhenomeNET
2253	ath	At2g37970|SOUL-1		Large cotyledons under red light. Short hypocotyl under red light. Short hypocotyl and large cotyledons under red light.	PO:0020030|PATO:0000586|EO:0007207|PO:0020100|PATO:0000574	Plant PhenomeNET
2254	ath	At3g59060|PIL6|AT3G59060		"Large cotyledons under red light. Short hypocotyl  under red light. Short hypocotyl and large cotyledons under red light.  Seedlings are hypersensitive to red light, displaying shorter hypocotyls and larger cotyledons than the wild type. They also exhibit hypersensitivity to red light in hook opening and cotyledon separation. Seedlings show deetiolation phenotype in ""pseudo-dark"" conditions, with an unfolded hook and cotyledon separation. They also show separated cotyledons under true dark conditions. Seedlings show mild deetiolation phenotype in ""pseudo-dark"" conditions, with separated cotyledons. Seedlings show severe cop-like deetiolation phenotype in ""pseudo-dark"" and true dark conditions, with an unfolded hook and cotyledon separation. Increased photomorphogenic phenotype in darkness compared to pif single mutants, which are generally unaffected. Increased photomorphogenic phenotype in darkness compared to pif double mutant combinations. Shorter hypocotyls than wildtype in shade (low R/FR light). Reduced hypocotyl elongation, compact rosette. Defects in shade avoidance."	PO:0020030|PATO:0000586|EO:0007207|PO:0020100|PATO:0000574	Plant PhenomeNET|TAIR
2255	ath	At3g05040|HST|AT3G05040		Abnormal phyllotaxy. Early vegetative phase change. Few leaves. Large SAM. Late flowering under short days. Open apical hook in response to darkness. Open apical hook in response to sucrose. Reduced fertility. Rounded SAM. Short hypocotyl. Short primary root. Small leaves. Small petals. Small sepals. Upward-bending leaves. Short hypocotyl and primary root. Small leaves, sepals, and petals. Few, upward-bending leaves. Abnormal phyllotaxy. Reduced fertility. Early vegetative phase change. Late flowering under short days. Large, rounded SAM. Dark-grown seedlings on sucrose: Open apical hook. Abnormal cotyledon positioning.  this mutation interferes with the interaction between HST and AtRAN1 in a yeast two hybrid assay. plants have slightly up-curled leaves and produce abaxial trichomes on leaf 3. leaves up-rolled, precocious expression of adult traits, reduced leaf number, small root system, reduced fertility as both a male and female parent. Size reduction of roots and lateral organs of the shoot, delayed floral induction under short days, reduced fertility.	GO:0060771|PATO:0001236|PATO:0000460|GO:0010050|PATO:0000694|PO:0000003|PATO:0002001|PO:0009025|PO:0020148|PATO:0000586|GO:0010228|PATO:0000502|EO:0007200|PO:0000012|PATO:0000610|EO:0007270|EO:0001015|PATO:0001834|PATO:0001789|PO:0020100|PATO:0000574|PO:0020127|PATO:0000587|PO:0009032|PO:0009031|PATO:0002329	Plant PhenomeNET|TAIR
2256	ath	At5g63310|NDPK2|AT5G63310		Reduced apical hook straightening under far-red light. Reduced cotyledon opening under far-red light. Short hypocotyl under far-red light. Short hypocotyl and reduced cotyledon opening and apical hook strengthening under far-red light.  Mutant has a slightly shorter hypocotyl. Overaccumulates H2O2 by a different mechanism not dependent on photosynthesis. Showed defects in cotyledon opening and hook straightening under continuous far-red light. Wild-type seedlings developed an open hook and cotyledons at 7 &#956.Wcm-2, whereas ndpk2 mutant seedlings had a closed hook and cotyledons at this fluence rate. At  14.7 &mu.Wcm-2, the hook was open but the cotyledons were not completely open. The mutant was marginally less sensitive for red light in terms of hypocotyl elongation, but the mutant showed a strong defect in  red-light-induced cotyledon opening and greening.	PO:0000012|PATO:0001592|EO:0007203|PO:0020030|PATO:0000608|PO:0020100|PATO:0000574	Plant PhenomeNET|TAIR
2257	ath	At5g03730|CTR1|AT5G03730		Dark green cotyledons. Dwarf. Exaggerated apical hook. Late flowering. Short hypocotyl. Short roots. Slow growth. Small rosette. Sterile early flowers. Short hypocotyl and roots. Exaggerated apical hook. Slow growth. Dark green cotyledons. Dwarf. Small rosette. Sterile early flowers. Late flowering.  Plants show constitutive triple response in the absence of ethylene (ctr1-like phenotype). Segregates triple mutant plants that show partial triple response in seedlings (short hypocotyls, long and agravitropic roots, open apical hooks). adult triple mutant plants display dwarfism, reduced apical dominance, venation defects, abnormal flowers and sterility. Segregates triple mutant plants that show partial triple response in seedlings (short hypocotyls,  long and agravitropic roots, open apical hooks). adult triple mutant plants display dwarfism, reduced apical dominance, venation defects, abnormal flowers and sterility. Shows reduced triple response in air: roots of the double mutant are longer than that of the ctr1-1 single mutant. Altered DR5:GUS expression. small and compact rosette, short hypocotyl, short inflorescence, short roots with  abundant root hairs. sugar resistant and osmo-tolerant phenotype: seeds germinate and develop into seedlings with expanded cotyledons and true leaves on media containing inhibitory concentrations of  mannose (e.g. 1.7 - 3 mM), glucose (e.g. 0.27 - 0.33 M), sucrose (e.g. 0.27 - 0.33 M), sorbitol (e.g. 0.4 - 0.5 M), NaCl (e.g. 0.2 M) or betaine (e.g. 0.45M). resistant to the negative effects of 0.12 mM paclobutrazol (inhibitor of gibberellin biosynthesis on seed germination). GA abolished the effect of the mutation on flowering time in SDs. Late flowering in long-day photoperiods. Mutation had dramatic effects on the morphology of adult plants. The rosette leaves of mutant plants were much smaller than wild-type leaves. The mutants bolted - l-2 weeks later, the early flowers were infertile, the root system was much  less extensive, and the inflorescence was much smaller than those of the wild type.  The gynoecium of the mutant elongated significantly earlier relative to the rest of the developing flower, often protruding  out of the unopened buds. Plants were still in the vegetative growth phase after 2 months growth in short day (SD) photoperiod (although WT plants had already flowered). Eventually, a few ctr1?1 plants did flower after 2 months in SDs. The levels of the biologically active gibberellins, GA4 and GA1, were significantly reduced in long day photoperiod-grown mutant plants. The mutant is more tolerant to salt (NaCl) and osmotic (mannitol) stress than the wild type during germination and post-germination development, especially at high levels of the stresses. constitutive triple response. short root, short thickened hypocotyl, exaggerated apical hook in air as well as in ethylene. very small rosette leaves. flowers 1-2 weeks late. short inflorescence. gynoecium elongates early, often protruding. constitutive expression of ethylene-regulated genes. Reduced number of lateral roots. Gibberellic acid treatment restored almost to normal the SD flowering time of the triple mutant. . Mutant plants bolted 1 week later in short day photoperiod than did WT plants. Suppression of the late-flowering phenotype  conferred by ctr1-1 in short day photoperiod. In LD-grown, double mutant plants bolted at a similar time to WT controls. In SDs, they bolted 10 days later than WT plants but much earlier than ctr1-1 single-mutant plants. Slightly more infertile than the other ctr1 alleles. Extreme hypocotyl shortening when grown in the dark. Much smaller than either of the single mutants. Plants die at or near the time at which they flower.	PO:0020030|PATO:0001249|PO:0000003|PATO:0000969|PO:0000012|PATO:0001592|GO:0010228|PATO:0000502|PO:0020100|PATO:0000574|PO:0025025|GO:0040007|PATO:0000911|PO:0025022|PATO:0000587|PO:0009046|PATO:0000956|PO:0007026	Plant PhenomeNET|TAIR
2258	ath	At1g25490|RCN1|AT1G25490		Abnormal apical hook in the dark. Short hypocotyl. Short roots. Slightly reduced root curling. Short hypocotyl and roots. Slightly reduced root curling. Abnormal apical hook in the dark.  decreased root and hypocotyl elongation in dark grown seedlings. apical hypocotyl hook defect (a partial hook forms). irregular waving and reversed slant in root waving assay. increased sensitivity to phosphatase inhibitors cantharidin and okadaic acid. Length of ron3-2 rcn1 primary root significantly shorter than parentals. Lateral root density of ron3-2 rcn1 is partially restored compared with ron3-2. Apical dominance  partially restored in the ron3-2 rcn1 double mutant. The ron3 mutation inhibited growth of primary and lateral roots and apical dominance, implying that ron3 is epistatic to rcn1 for these parameters. The internalization of PIN1 and PIN2 is significantly reduced in the double mutant compared to either parental line.	PO:0000012|PATO:0000051|PATO:0000460|EO:0007270|PO:0020100|PATO:0000574|PO:0025025|GO:0009652|PATO:0000911	Plant PhenomeNET|TAIR
2259	ath	At3g29030|EXPA5		Short hypocotyl. Short roots. Small rosette. Short hypocotyl and roots. Small rosette.	PO:0020100|PATO:0000574|PO:0025025|PO:0025022|PATO:0000587	Plant PhenomeNET
2260	ath	At3g21150|AT3G21150		Short hypocotyl  under red light. Small cotyledons under red light. Short hypocotyl and small cotyledons under red light.  Under FRc conditions, the length mutant hypocotyls is similar to that of wild-type plants.  Under Rc conditions, the hypocotyl length is decreased and the cotyledon area is smaller.	PO:0020100|PATO:0000574|EO:0007207|PO:0020030|PATO:0000587	Plant PhenomeNET|TAIR
2261	ath	At2g20750|AtEXPB1|AT2G20750		Short hypocotyl under red light. Small cotyledons under red light. Short hypocotyl and small cotyledons under red light.  Under FRc conditions, the length mutant hypocotyls is similar to that of wild-type plants.  Under Rc conditions, the hypocotyl length is decreased and the cotyledon area is smaller.	PO:0020100|PATO:0000574|EO:0007207|PO:0020030|PATO:0000587	Plant PhenomeNET|TAIR
2262	ath	At2g31380|STH		Short hypocotyl in far-red light. Short hypocotyl in red light. Short hypocotyl in red and far-red light.	PO:0020100|PATO:0000574|EO:0007203|EO:0007207	Plant PhenomeNET
2263	ath	At2g22780|PMDH1|AT2G22780		Short hypocotyl in the dark.  Requires sucrose for germination and establishment. Requires sucrose for germination and establishment. Mild photorespiration phenotype. some reduction in growth rate in the dark, resulting in shorter hypocotyls in pmdh1, 1% sucrose rescued the mutant phenotype. Some reduction in growth rate in the dark, resulting in shorter hypocotyls in the pmdh1pmdh2 double mutant. The double mutant germinated, but seedling growth was arrested unless exogenous sucrose was provided, however even then the double mutant remained appreciably smaller than the wild type .	PO:0020100|PATO:0000574|EO:0007270	Plant PhenomeNET|TAIR
2264	ath	At4g23920|UGE2		Short hypocotyl in the dark.	PO:0020100|PATO:0000574|EO:0007270	Plant PhenomeNET
2265	ath	At4g26430|CSN6B|AT4G26430		Short hypocotyl in the dark. Short hypocotyl under blue light. Short hypocotyl in the dark and under blue light.  In the dark and under all light conditions tested, loss of function for both  CSN6 proteins (double homozygous progeny) results in lethality at the seedling stage and in a photomorphogenic phenotype indistinguishable from the fusca-type  phenotype of the null cop/det/fus mutants described for the other CSN subunits. In the double homozygous progeny, significant reduction of CSN1, CSN3, CSN4, CSN7, and CSN8. The only subunits not affected are CSN2 and CSN5. . In the homozygous progeny, anthocyanin accumulation (purple coloration) in the cotelydons of developing embryos. Mutation is lethal in the homozygous state. Mutants display a mild partial photomorphogenic phenotype in the dark and in blue light, characterized by shorter hypocotyls with respect to wildtype plants grown under the same conditions. No detectable changes in the cellular pools of COP9 signalosome complex subunits. The mutant do not display any obvious morphological defects in white light and after the seedling stage.	PO:0020100|PATO:0000574|EO:0007270|EO:0007218	Plant PhenomeNET|TAIR
2266	ath	At4g00710|BSK3|AT4G00710		Insensitive to brassinosteroids. Short hypocotyl in the dark. Short hypocotyl in the dark. Insensitive to brassinosteroids.  Shorter hypocotyl length than wild-type when grown in the dark. Reduced responses to brassinolide (BL) in hypocotyl elongation, root inhibition, and expression of the BZR1 target gene DWF4 and the BES1 target gene SAUR-Ac. shorter hypocotyl length when grown in the dark on regular medium or medium containing the BR biosynthetic inhibitor brassinazole (BRZ).  reduced responses to BL in hypocotyl elongation, root inhibition, and expression of the BZR1 target gene DWF4 and the BES1 target gene SAUR-Ac.	PO:0000003|PATO:0000513|CHEBI:22921|EO:0007409|PO:0020100|PATO:0000574|EO:0007270	Plant PhenomeNET|TAIR
2267	ath	At1g29990|PFD6|AT1G29990		Sensitive to oryzalin (microtubule-disrupting herbicide). Short hypocotyl in the dark. Short hypocotyl in the dark. Sensitive to oryzalin (microtubule-disrupting herbicide).  Plants exhibit a range of microtubule defects, including hypersensitivity to oryzalin (150 nM), defects in cell division, cortical array organization, and microtubule dynamicity. dwarf plants. Seedlings exhibit root swelling when grown in the presence of 100 nM oryzalin and have a 25% reduction in hypocotyl length. Reduced cell size is due to defects in the microtubules. Microtubules in the root elongation zone remain disorganized. Also affects epidermal cells which have abnormal division planes.	PO:0000003|PATO:0001549|CHEBI:73163|EO:0007189|PO:0020100|PATO:0000574|EO:0007270	Plant PhenomeNET|TAIR
2268	ath	At2g20180|PIL5|AT2G20180		"Abnormal hypocotyl gravicurvature under far-red light. Abnormal hypocotyl gravicurvature under red light. Short hypocotyl under far-red light. Short hypocotyl under far-red light. Abnormal hypocotyl gravicurvature under red and far-red light.  Bleaching phenotype of the seedlings grown for 5 days in the dark and then transferred to white light due to the overaccumulation of chlorophyll precursor, photochlorophyllide. Seedlings show deetiolation phenotype in ""pseudo-dark"" conditions, with an unfolded hook and cotyledon separation. Seedlings show deetiolation phenotype in ""pseudo-dark"" conditions, with an unfolded hook and cotyledon separation. They also show separated cotyledons under true dark conditions. Seedlings show severe cop-like deetiolation phenotype in ""pseudo-dark"" and true dark conditions, with an unfolded hook and cotyledon separation. Seedlings show deetiolation phenotype in ""pseudo-dark"" conditions, with an unfolded hook and cotyledon separation. . Increased photomorphogenic phenotype in darkness compared to pif single mutants, which are generally unaffected. Increased photomorphogenic phenotype in darkness compared to pif double mutant combinations. Unknown phenotype. *As seen in the other pif mutants, it is likely that this stock has an increased photomorphogenic phenotype in darkness compared to wildtype. However, the increased photomorphogenic phenotype is not confirmed as this mutant was never analyzed in detail by the authors. Germinates even without the activation of phytochromes.  Exhibits disrupted shoot negative gravitropism. Increased bioactive GA levels. Mutant seeds germinated irrespective of red or far-red light irradiation, while wild-type seeds (Col-0) germinated only when PHYB was activated by the red light pulse. However, treatment with paclobutrazol (inhibitor of GA biosynthesis) blocked germination of both pil5 mutant seeds and WT seeds, even under continuous white light irradiation. The ABA levels in the mutant seeds were as low  as those seen in red light-irradiated wild-type seeds irrespective of light conditions. When treated with a short pulse of far-red light after seed surface sterilization, mutant seeds germinated, while majority of wild-type seeds did not. When wild-type seedlings were grown in the dark, the majority of their hypocotyls were oriented in an upward direction. However, when grown under red or far-red light, the majority of the WT seedlings grew flat on the agar plates. Compared with wild-type seedlings, higher percentages of pil5 mutant seedlings grew flat in the dark, i.e., inhibition of hypocotyl negative gravitropism was observed in the dark in the pil5 mutant. Shorter hypocotyls than either single mutant. Irrespective of the light conditions, a reduction of the expression levels of two DELLA genes, GAI and RGA, was measured in this double mutant. . The double mutant germinates almost 100% in response to even 5 &mu.MGA3, irrespective of light conditions. When treated with a short pulse of far-red light after seed surface sterilization, only half of the double mutant seeds germinated, while majority of wild-type seeds did not. When grown under red light, double mutants had a short hypocotyl length similar to that of the pif3 single mutant, whereas the pil5 pif3 double mutant grown under far-red light had short hypocotyl length similar to that of the pil5 single mutant. Compared with wild-type seedlings, higher percentages of double mutant seedlings grew flat in the dark, i.e., inhibition of hypocotyl negative gravitropism was observed in the dark in the double mutant (similar to pil5 single mutant). When treated with a short pulse of far-red light after seed surface sterilization, double mutant seeds germinated, while majority of wild-type seeds did not."	GO:0009630|PO:0020100|PATO:0001236|PATO:0000460|EO:0007203|EO:0007207|PATO:0000574	Plant PhenomeNET|TAIR
2269	ath	At3g47500|CDF3|AT3G47500		Short hypocotyl under red light.  Under FRc conditions, the length mutant hypocotyls is similar to that of wild-type plants.  Under Rc conditions, the hypocotyl length is decreased and the cotyledon area is similar to that of wild type.	PO:0020100|PATO:0000574|EO:0007207	Plant PhenomeNET|TAIR
2270	ath	At4g25480|DREB1A		Short hypocotyl under red light.	PO:0020100|PATO:0000574|EO:0007207	Plant PhenomeNET
2271	ath	At5g62920|ARR6|AT5G62920		Short hypocotyl under red light.  No adult visible phenotype under long-day or short-day conditions. cytokinin sensitivity similar to wild type in seedling root elongation and seedling lateral root formation. increased sensitivity to red light. No adult visible phenotype. the reduced rosette size of arr5 is not enhanced but suppressed by the arr6 mutation (suggesting antagonistic function). subtle difference in cytokinin sensitivity of root elongation compared to the wild type. intermediate cytokinin sensitivity between the wild type and arr3,4,5,6, arr5,6,8,9 and arr3,4,8,9 quadruple mutants in seedling lateral root formation. somewhat increased sensitivity to red light. Adult phenotype similar to the arr4 parent: mildly elongated petioles when grown under short-day conditions. subtle difference in cytokinin sensitivity of root elongation compared to the wild type. intermediate cytokinin sensitivity between the wild type and arr3,4,5,6, arr5,6,8,9 and arr3,4,8,9 quadruple mutants in seedling lateral root formation. increased sensitivity to red light. The elongated petioles of arr4 and arr3,4 are enhanced, but the overall rosette size is similar to that of the wild-type parent. the increased petiole elongation suggests that although ARR5 and ARR6 may act antagonistically to each other in regulating rosette size, as a pair they still function additively with ARR3 and ARR4 in the regulation of petiole elongation. root elongation responses intermediate between arr3,4,5,6,8,9 and the wild type, but significantly more sensitive than arr3,4. intermediate cytokinin sensitivity in seedling lateral root formation, between the wild type and the arr3,4,5,6,8,9 hextuple mutant, with the sensitivity of arr3,4,8,9 closest to arr3,4,5,6,8,9. increased sensitivity to red light. No adult visible phenotype. root elongation responses intermediate between arr3,4,5,6,8,9 and the wild type. but significantly more sensitive than arr8,9. intermediate cytokinin sensitivity in seedling lateral root formation, between the wild type and the arr3,4,5,6,8,9 hextuple mutant, with the sensitivity of arr3,4,8,9 closest to arr3,4,5,6,8,9. intermediate cytokinin sensitivity in seedling lateral root formation, between the wild type and the arr3,4,5,6,8,9 hextuple mutant, with the sensitivity of arr3,4,8,9 closest to arr3,4,5,6,8,9. Intermediate petiole length between arr3,4,5,6 and the wild type (suggesting complex interactions between these genes). roots are shorter and have significantly fewer lateral roots than the wild type in the absence of exogenous cytokinin. increased cytokinin hypersensitivity in seedling root elongation, seedling lateral root formation, hypocotyls/ shoot initiation and leaf senescence delay. decreased sensitivity to red light compared to wild type.	PO:0020100|PATO:0000574|EO:0007207	Plant PhenomeNET|TAIR
2272	ath	At5g09660|PMDH2|AT5G09660		Short hypocotyl without exogenous sucrose.  Requires sucrose for germination and establishment. Requires sucrose for germination and establishment. Mild photorespiration phenotype. Some reduction in growth rate in the dark, resulting in shorter hypocotyls in the pmdh1pmdh2 double mutant. The double mutant germinated, but seedling growth was arrested unless exogenous sucrose was provided, however even then the double mutant remained appreciably smaller than the wild type . some reduction in growth rate in the dark, resulting in shorter hypocotyls in pmdh1, 1% sucrose rescued the mutant phenotype.	PO:0020100|PATO:0000574	Plant PhenomeNET|TAIR
2273	ath	At4g39800|AtIPS1		Abnormal cotyledon shape. Abnormal veins in cotyledons. Necrotic lesions on leaves. Root cap disorganized. Short hypocotyl. Short hypocotyl. Abnormal cotyledon shape. Necrotic lesions on leaves. Root cap disorganized. Abnormal veins in cotyledons.	PO:0020030|PATO:0000052|PATO:0000460|PO:0000035|PATO:0000051|PO:0009025|PATO:0000647|PO:0020123|PATO:0000937|PO:0020100|PATO:0000574	Plant PhenomeNET
